vc1,vc2,vc3,vc4,vc5,vc6,vc7,vc8,g1upper,g1lower,g2upper,g2lower,g3upper,g3lower,g4upper,g4lower,g5upper,g5lower,g6upper,g6lower,g7upper,g7lower,g8upper,g8lower,i1,i2,iout,vout
1092.010482,295.5978342,1059.774737,1511.337257,1091.040112,1542.400184,1104.733186,301.8886896,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.63532312,-18.62454097,-11.98921785,-599.4608924
1092.057833,295.597832,1059.77473,1511.384605,1091.173095,1542.400173,1104.733178,302.0216776,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.625056235,-18.61268826,-11.98763202,-599.3816012
1092.10511,295.5978299,1059.774722,1511.431878,1091.305992,1542.400162,1104.733171,302.1545803,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,-6.614641407,-18.60067811,-11.9860367,-599.301835
1092.116845,295.5978106,1059.774697,1511.482393,1091.435388,1542.400151,1104.829391,302.2839859,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,-7.305297263,-17.87858786,-10.5732906,-528.6645302
1092.128649,295.5978085,1059.77469,1511.536035,1091.561509,1542.40014,1104.922297,302.4101125,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,-7.954844049,-17.19736389,-9.242519843,-462.1259923
1092.128641,295.5978064,1059.774682,1511.595766,1091.681294,1542.400129,1105.042082,302.5299034,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,-8.772630176,-16.34467933,-7.572049157,-378.602458
1092.128633,295.5978043,1059.774675,1511.661075,1091.79525,1542.400118,1105.156037,302.6438647,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,-9.516975555,-15.56509514,-6.048119585,-302.4059794
1092.128625,295.5978022,1059.774667,1511.731462,1091.903875,1542.400107,1105.264663,302.7524957,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,-10.19431455,-14.85218765,-4.657873102,-232.8936553
1092.128618,295.5978001,1059.774659,1511.806468,1092.007625,1542.400096,1105.368413,302.8562517,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,-10.81051698,-14.2000969,-3.389579915,-169.4789959
1092.12861,295.597798,1059.774652,1511.885677,1092.106916,1542.400085,1105.467703,302.955548,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,-11.37093765,-13.60347711,-2.232539461,-111.6269732
1092.128602,295.5977958,1059.774644,1511.968707,1092.202126,1542.400074,1105.562913,303.0507635,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,-11.88046152,-13.05745162,-1.176990101,-58.84950523
1092.128594,295.5977937,1059.774637,1512.05521,1092.2936,1542.400063,1105.654387,303.1422435,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,-12.34354496,-12.5575717,-0.214026732,-10.70133679
